,course_title,course_organization,course_URL,course_rating,course_difficulty,course_duration,course_review_count,course_skills
332,Supply Chain Logistics,Rutgers the State University of New Jersey,/learn/supply-chain-logistics,4.8,Beginner,1 - 4 Weeks,10200,"Continuous Delivery, Leadership and Management, Operations Management, Planning, Shipping and Receiving, Store Management, Supplier Relationship Management, Supply Chain Systems, Supply Chain and Logistics, Transportation Operations Management, Warehouse Management"
333,"Decisions, Decisions: Dashboards and Reports",Google,/learn/decisions-decisions-dashboards-and-reports,4.8,Advanced,1 - 3 Months,335,"Business Intelligence, Tableau Software"
334,Suicide Prevention,Wesleyan University,/learn/suicide-prevention,4.6,Beginner,1 - 4 Weeks,158,
335,Data Science Math Skills,Duke University,/learn/datasciencemathskills,4.5,Beginner,1 - 3 Months,11400,"Data Analysis, General Statistics, Probability & Statistics, Problem Solving, Statistical Analysis, Algebra, Applied Mathematics, Calculus"
336,Business Sustainability in the Circular Economy,University of London,/learn/business-sustainability-circular-economy,4.5,Beginner,1 - 4 Weeks,160,
337,"Cybersecurity Roles, Processes & Operating System Security",IBM,/learn/cybersecurity-roles-processes-operating-system-security,4.6,Beginner,1 - 3 Months,5200,"Cloud Computing, Linux, Operating Systems, System Security"
338,Politics and Economics of International Energy,Sciences Po,/learn/global-energy,4.7,Beginner,1 - 3 Months,1700,
339,Sustainable Fashion,Copenhagen Business School,/learn/sustainable-fashion,4.8,Beginner,1 - 3 Months,681,
340,Making Architecture,IE Business School,/learn/making-architecture,4.8,Beginner,1 - 4 Weeks,1300,Creativity
341,Clinical Terminology for International and U.S. Students,University of Pittsburgh,/learn/clinical-terminology,4.8,Beginner,1 - 3 Months,3000,Communication
342,Introduction to Agile Development and Scrum,IBM,/learn/agile-development-and-scrum,4.9,Beginner,1 - 4 Weeks,1400,"Software Engineering, Agile Software Development, Scrum (Software Development), Leadership and Management"
343,Circular Economy - Sustainable Materials Management,Lund University,/learn/circular-economy,4.8,Beginner,1 - 3 Months,1800,"Business Design, Business Transformation, Product Design, Product Strategy, Strategy, Innovation, Research and Design"
344,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,/learn/fe-exam,4.7,Mixed,1 - 3 Months,602,
345,Project Execution,"University of California, Irvine",/learn/project-execution,4.3,Beginner,1 - 3 Months,116,"Leadership and Management, Strategy and Operations"
346,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,/learn/aprendiendo-programar-python,4.4,Beginner,1 - 3 Months,4200,"Computational Logic, Computer Programming, Programming Principles, Python Programming, Algorithms, Data Analysis, Computer Programming Tools, Computational Thinking, System Programming, Problem Solving"
347,Introduction to Sustainability,University of Illinois at Urbana-Champaign,/learn/sustainability,4.8,Mixed,1 - 3 Months,2500,
348,Global Diplomacy: the United Nations in the World,University of London,/learn/global-diplomacy-un,4.7,Beginner,1 - 3 Months,1500,Writing
349,Introduction to Large Language Models,Google Cloud,/learn/introduction-to-large-language-models,4.2,Beginner,1 - 4 Weeks,154,
350,Project Management: Foundations and Initiation,University of Colorado Boulder,/learn/project-management-foundations-initiation,4.8,Beginner,1 - 4 Weeks,290,"Leadership and Management, Project Management, Planning, Strategy and Operations, People Management, Performance Management, Product Management, Business Communication, Business Process Management, Collaboration"
351,Solar Energy Basics,The State University of New York,/learn/solar-energy-basics,4.8,Beginner,1 - 3 Months,2300,
352,How Things Work: An Introduction to Physics,University of Virginia,/learn/how-things-work,4.8,Intermediate,1 - 3 Months,2800,"Critical Thinking, Experiment, Problem Solving, Angular, Mathematical Theory & Analysis, Scientific Visualization, Deep Learning, Feature Engineering, Reinforcement Learning"
353,Machine Learning for All,University of London,/learn/uol-machine-learning-for-all,4.7,Beginner,1 - 4 Weeks,3300,"Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Statistical Machine Learning, Critical Thinking, Decision Making, Feature Engineering, Training"
354,Introduction to Computer Vision and Image Processing,IBM,/learn/introduction-computer-vision-watson-opencv,4.3,Beginner,1 - 3 Months,1000,"Computer Vision, Deep Learning, Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Visualization (Computer Graphics), Algorithms, Applied Machine Learning, Machine Learning Software, Python Programming, Computer Programming, Data Science"
355,Model Thinking,University of Michigan,/learn/model-thinking,4.8,Intermediate,1 - 3 Months,2200,Critical Thinking
356,AI Applications in People Management,University of Pennsylvania,/learn/wharton-ai-applications-people-management,4.7,Mixed,1 - 4 Weeks,71,"Leadership and Management, Machine Learning, People Management, Algorithms, Applied Machine Learning, Human Resources, Machine Learning Algorithms, People Analysis, Decision Making"
357,Algae Biotechnology,University of California San Diego,/learn/algae-biotechnology,4.8,Intermediate,1 - 3 Months,456,
358,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,/learn/teamwork-skills-effective-communication,4.7,Beginner,1 - 4 Weeks,3200,"Collaboration, Communication, Leadership and Management, Entrepreneurship, Conflict Management, Decision Making"
359,Introduction to Dental Medicine,University of Pennsylvania,/learn/dental-medicine-penn,4.8,Beginner,1 - 3 Months,1400,
360,Deep Neural Networks with PyTorch,IBM,/learn/deep-neural-networks-with-pytorch,4.4,Intermediate,1 - 3 Months,1500,"Human Learning, Machine Learning, Deep Learning, Python Programming, Artificial Neural Networks, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Regression, Mathematics"
361,Finance for Non-Financial Managers,Emory University,/learn/finance-for-non-financial-managers,4.4,Intermediate,1 - 3 Months,383,"Accounting, Finance, Financial Analysis, Financial Accounting, General Accounting, Financial Management, Generally Accepted Accounting Principles (GAAP), Leadership and Management, Business Analysis, Data Analysis"
362,Fundamentals of Music Theory,The University of Edinburgh,/learn/edinburgh-music-theory,4.5,Beginner,1 - 3 Months,1700,
363,Foundations of Software Testing and Validation,University of Leeds,/learn/foundations-of-software-testing-and-validation,4.7,Beginner,1 - 4 Weeks,56,Software Testing
364,Pre-MBA Statistics,IIMA - IIM Ahmedabad,/learn/pre-mbastatistics,4.5,Beginner,1 - 3 Months,141,"Data Analysis, Data Science, General Statistics"
365,English for Business and Entrepreneurship,University of Pennsylvania,/learn/business,4.8,Beginner,1 - 3 Months,4600,"Entrepreneurship, Business Analysis, Market Research, Planning, Marketing, Business Development, Decision Making"
366,Devenir entrepreneur du changement,HEC Paris,/learn/entrepreneur-changement,4.7,Mixed,1 - 3 Months,595,"Entrepreneurship, Leadership and Management, Strategy, Professional Development, Strategy and Operations, Change Management, Collaboration, Communication, Creativity, Innovation, Planning"
367,Deploying Machine Learning Models in Production,DeepLearning.AI,/learn/deploying-machine-learning-models-in-production,4.5,Advanced,1 - 4 Weeks,285,"Applied Machine Learning, DevOps, Devops Tools, Machine Learning, Machine Learning Software, Cloud Infrastructure, Deep Learning, Google Cloud Platform, Other Cloud Platforms and Tools, Strategy and Operations, Tensorflow, Kubernetes"
368,Everyday Parenting: The ABCs of Child Rearing,Yale University,/learn/everyday-parenting,4.9,Beginner,1 - 4 Weeks,2800,
369,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,/learn/vital-signs,4.8,Mixed,1 - 3 Months,6000,Health
370,Write Your First Novel,Michigan State University,/learn/write-your-first-novel,4.3,Beginner,3 - 6 Months,282,Storytelling
371,Health Behavior Change: From Evidence to Action,Yale University,/learn/health-behavior-change,4.8,Beginner,1 - 3 Months,348,
372,Teach English Now! Foundational Principles,Arizona State University,/learn/english-principles,4.9,Mixed,1 - 3 Months,13800,Mergers & Acquisitions
373,Introduction to Google SEO,"University of California, Davis",/learn/search-engine-optimization,4.6,Beginner,1 - 4 Weeks,9700,"Critical Thinking, Digital Marketing, Marketing, Search Engine Optimization, Social Media, User Experience, User Research, Web Development Tools, Algorithms, Media Strategy & Planning, Strategy"
374,"Project Management Foundations, Initiation, and Planning",SkillUp EdTech,/learn/project-management-foundations-initiation-and-planning,4.6,Beginner,1 - 3 Months,66,Project Management
375,The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,/learn/lean-manufacturing-services,4.8,Beginner,1 - 4 Weeks,772,"Strategy and Operations, Operations Management, Entrepreneurship, Performance Management, Business Process Management, Business Analysis, Business Psychology, Leadership and Management, Organizational Development"
376,Natural Language Processing with Sequence Models,DeepLearning.AI,/learn/sequence-models-in-nlp,4.5,Intermediate,1 - 4 Weeks,1100,"Artificial Neural Networks, Deep Learning, Machine Learning, Natural Language Processing, Statistical Programming, Python Programming"
377,Applied Computational Fluid Dynamics,Siemens,/learn/applied-computational-fluid-dynamics,4.8,Intermediate,1 - 3 Months,62,
378,An Introduction to Accessibility and Inclusive Design,University of Illinois at Urbana-Champaign,/learn/accessibility,4.7,Beginner,1 - 3 Months,186,"Research and Design, Human Computer Interaction, Visual Design"
379,Essentials in Clinical Simulations Across the Health Professions,The George Washington University,/learn/clinicalsimulations,4.8,Intermediate,1 - 3 Months,967,Training
380,Introduction to Operations Management,University of Pennsylvania,/learn/wharton-operations,4.4,Beginner,1 - 4 Weeks,2600,"Leadership and Management, Operations Management"
381,Les Fondamentaux de la Négociation,ESSEC Business School,/learn/fondamentaux-negociation,4.7,Beginner,1 - 3 Months,365,"Business Communication, Communication, Leadership and Management, Negotiation, Strategy, Business Psychology, Collaboration, Conflict Management, Problem Solving, Public Relations"
382,Introduction to Back-End Development,Meta,/learn/introduction-to-back-end-development,4.8,Beginner,1 - 4 Weeks,2500,"HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools"
383,Negotiations,University of Pennsylvania,/learn/wharton-online-negotiations,4.5,Beginner,1 - 4 Weeks,31,
384,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,/learn/modern-world,4.8,Beginner,1 - 3 Months,2800,"Critical Thinking, Human Learning"
385,Computational Neuroscience,University of Washington,/learn/computational-neuroscience,4.6,Beginner,1 - 3 Months,1000,"Mathematics, Computer Programming, Mathematical Theory & Analysis, Probability & Statistics, Python Programming, Computational Logic, Data Analysis, Artificial Neural Networks, Computational Thinking, Machine Learning, Human Learning"
386,Innovation Management,Erasmus University Rotterdam,/learn/innovation-management,4.7,Beginner,1 - 3 Months,1900,"Creativity, Innovation, Leadership and Management"
387,Developing Front-End Apps with React,IBM,/learn/developing-frontend-apps-with-react,4.3,Intermediate,1 - 4 Weeks,277,"Javascript, React (web framework), Web Development"
388,Fundamentals of Reinforcement Learning,University of Alberta,/learn/fundamentals-of-reinforcement-learning,4.8,Intermediate,1 - 3 Months,2700,"Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making"
389,Fundamentals of GIS,"University of California, Davis",/learn/gis,4.8,Beginner,1 - 4 Weeks,5400,"ArcGIS, Data Visualization, GIS Software, Data Visualization Software, Databases, Geovisualization, Interactive Data Visualization"
390,AI Foundations: Prompt Engineering with ChatGPT,Arizona State University,/learn/ai-foundations-prompt-engineering-with-chatgpt,3.8,Beginner,1 - 3 Months,6,
391,COBOL Programming with VSCode,IBM ,/learn/cobol-programming-vscode,4.7,Beginner,1 - 4 Weeks,168,"Computer Programming, Computer Programming Tools, Problem Solving, Programming Principles"
392,Data-driven Decision Making,PwC,/learn/decision-making,4.6,Beginner,1 - 4 Weeks,6000,"Big Data, Business Analysis, Data Analysis, Data Management, Data Visualization, Decision Making, Customer Analysis, Data Analysis Software, Data Structures, Exploratory Data Analysis"
393,Drug Discovery,University of California San Diego,/learn/drug-discovery,4.6,Beginner,1 - 3 Months,3500,
394,"Spark, Hadoop, and Snowflake for Data Engineering",Duke University,/learn/spark-hadoop-snowflake-data-engineering,,Advanced,1 - 4 Weeks,0,"Big Data, Data Warehousing, Python Programming"
